area_type,availability,location,size,society,total_sqft,bath,balcony,price,location_numerical,Has Hall,Has Kitchen,Number of Bedrooms
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2.0,1.0,47.0,1179,1,1,2.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Javasi ,1551,2.0,2.0,60.0,98,1,1,3.0
Plot  Area,Ready To Move,BTM Layout,4 Bedroom,,600,4.0,2.0,122.0,177,-1,0,4.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2.0,1.0,67.4,1242,1,1,2.0
Built-up  Area,18-Apr,Whitefield,4 BHK,,3200,4.0,3.0,224.0,1252,1,1,4.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,SrncyRe,1060,2.0,1.0,48.0,799,1,1,2.0
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1384,2.0,2.0,59.0,249,1,1,2.0
Super built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,2.0,1.0,23.0,281,1,1,2.0
Super built-up  Area,18-Jun,Bommasandra,2 BHK,SSestth,1005,2.0,1.0,39.77,270,1,1,2.0
Plot  Area,Ready To Move,Sarakki Nagar,3 Bedroom,,1200,3.0,2.0,128.0,1037,-1,0,3.0
Built-up  Area,Ready To Move,Kirloskar Layout,3 BHK,,1400,3.0,2.0,35.0,696,1,1,3.0
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,SrisePo,2400,3.0,3.0,88.0,494,1,1,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Rabow R,1096,2.0,1.0,39.0,1252,1,1,2.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1180,1.0,0.0,50.0,637,1,1,2.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1300,2.0,1.0,47.0,1179,1,1,3.0
Plot  Area,18-Apr,tc.palya,2 Bedroom,,1020,2.0,1.0,62.0,1301,-1,0,2.0
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,600,2.0,0.0,35.0,803,-1,0,2.0
Super built-up  Area,Ready To Move,Dollar Scheme Colony,4 BHK,Vacesi ,3563,6.0,1.0,310.0,398,1,1,4.0
Super built-up  Area,Ready To Move,Konanakunte Cross,2 BHK,,1165,2.0,2.0,47.0,709,1,1,2.0
Super built-up  Area,18-Mar,Bellandur,3 BHK,NiCodCa,1685,3.0,3.0,100.0,236,1,1,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,3.0,3.0,53.56,972,1,1,3.0
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1210,2.0,1.0,83.0,188,1,1,2.0
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,DSOakil,1030,1.0,2.0,25.75,654,1,1,2.0
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1100,2.0,2.0,43.5,846,1,1,2.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,77.68,513,1,1,3.0
Super built-up  Area,20-Dec,Jakkur,3 BHK,ArndsSk,1482,3.0,2.0,86.0,584,1,1,3.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1344,2.0,1.0,108.0,513,1,1,2.0
Super built-up  Area,18-Jun,Kothannur,3 BHK,,1275,2.0,2.0,39.8,715,1,1,3.0
Plot  Area,Ready To Move,Vidyaranyapura,3 Bedroom,,462,3.0,,38.0,1216,-1,0,3.0
Super built-up  Area,Ready To Move,Omarbagh Layout,4 BHK,SNtua S,3300,5.0,3.0,318.0,899,1,1,4.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,,1210,2.0,2.0,85.0,914,1,1,2.0
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1320,3.0,3.0,226.0,513,1,1,3.0
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Skume R,1532,3.0,2.0,98.13,536,1,1,3.0
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maerar ,1245,2.0,2.0,110.0,575,1,1,2.0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,MaentNa,1212,2.0,,50.0,848,1,1,2.0
Super built-up  Area,18-Oct,Sarjapur  Road,2 BHK,,1230,2.0,1.0,65.0,1039,1,1,2.0
Plot  Area,Ready To Move,Indira Nagar,5 Bedroom,,1000,5.0,2.0,180.0,563,-1,0,5.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,2257,3.0,2.0,159.0,987,1,1,3.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2.0,1.0,65.4,1242,1,1,2.0
Super built-up  Area,Ready To Move,Gunjur,2 BHK,Akncyes,1080,2.0,2.0,41.0,484,1,1,2.0
Plot  Area,Ready To Move,Kannur,6 Bedroom,,3Cents,6.0,3.0,75.0,666,-1,0,6.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1360,2.0,3.0,85.0,1190,1,1,3.0
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,,1260,2.0,2.0,47.88,1264,1,1,2.0
Built-up  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,,1200,3.0,0.0,110.0,690,-1,0,4.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,104.0,1153,1,1,2.0
Plot  Area,Ready To Move,anjananager magdi road,3 Bedroom,,1200,3.0,1.0,165.0,1272,-1,0,3.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,950,2.0,1.0,39.0,670,1,1,2.0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,,1020,2.0,2.0,55.0,848,1,1,2.0
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1400,2.0,2.0,40.44,419,1,1,3.0
Plot  Area,Ready To Move,Kodipalya,4 Bedroom,,1440,4.0,0.0,88.0,706,-1,0,4.0
Built-up  Area,Ready To Move,Huskur,6 BHK,,800,6.0,2.0,75.0,552,1,1,6.0
Super built-up  Area,18-Sep,KR Puram,3 BHK,MCnexva,1310 - 1615,,,62.81,626,1,1,3.0
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1175,2.0,1.0,69.0,422,1,1,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,1.0,40.17,972,1,1,2.0
Super built-up  Area,Ready To Move,Aishwarya Crystal Layout,3 BHK,GRvasth,2250,3.0,1.0,113.0,96,1,1,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,S2kaaan,1178,2.0,2.0,40.43,1039,1,1,2.0
Super built-up  Area,Ready To Move,Ulsoor,4 BHK,Roale D,36000,4.0,2.0,450.0,1176,1,1,4.0
Super built-up  Area,Ready To Move,Whitefield,1 BHK,UKe 2nz,825,1.0,1.0,44.9,1252,1,1,1.0
Super built-up  Area,18-May,Madiwala,3 BHK,,1250,3.0,2.0,43.0,771,1,1,3.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Courf T,1113.12,2.0,2.0,55.0,422,1,1,2.0
Super built-up  Area,Ready To Move,2nd Block Jayanagar,3 BHK,SaignSo,1718,3.0,3.0,223.0,38,1,1,3.0
Super built-up  Area,Ready To Move,Gottigere,2 BHK,Srncyla,1010,2.0,1.0,35.0,466,1,1,2.0
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900,2.0,1.0,41.0,664,1,1,2.0
Plot  Area,Ready To Move,Syndicate Bank Colony,4 Bedroom,,1500,4.0,3.0,240.0,1129,-1,0,4.0
Plot  Area,Ready To Move,Rayasandra,1 Bedroom,,540,1.0,1.0,16.5,999,-1,0,1.0
Super built-up  Area,18-May,Electronic City,2 BHK,,1020,2.0,2.0,29.46,417,1,1,2.0
Super built-up  Area,18-Jun,Hosur Road,2 BHK,PuendWe,1194,2.0,1.0,71.64,544,1,1,2.0
Plot  Area,Ready To Move,Vijayanagar,8 Bedroom,,1470,6.0,2.0,300.0,1222,-1,0,8.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3 Bedroom,,600,4.0,2.0,100.0,43,-1,0,3.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,67.15,417,1,1,2.0
Built-up  Area,Ready To Move,Hebbal,4 BHK,RMudeat,3895,2.0,1.0,451.0,513,1,1,4.0
Super built-up  Area,21-Jan,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,34.99,664,1,1,2.0
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1600,3.0,3.0,68.0,1089,1,1,3.0
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1850,3.0,2.0,90.0,848,1,1,3.0
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,LIandee,1250,2.0,2.0,33.0,1168,1,1,2.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,1 Bedroom,,600,1.0,1.0,43.0,990,-1,0,1.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,1.0,49.27,972,1,1,2.0
Super built-up  Area,Ready To Move,CQAL Layout,3 BHK,,1200,2.0,2.0,75.0,290,1,1,3.0
Super built-up  Area,Ready To Move,Nayandanahalli,2 BHK,Rarelt ,985,2.0,1.0,55.0,871,1,1,2.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Sronda ,982,2.0,2.0,55.0,236,1,1,2.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,1 BHK,NaensGa,600,1.0,0.0,20.0,77,1,1,1.0
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2640,5.0,1.0,142.0,896,1,1,3.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,DLhtsnd,1314,2.0,2.0,68.8,98,1,1,2.0
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,,1700,2.0,2.0,68.5,1220,1,1,3.0
Super built-up  Area,18-May,1st Phase JP Nagar,2 BHK,Inntsth,1077,2.0,2.0,93.0,29,1,1,2.0
Built-up  Area,Ready To Move,Chandapura,4 Bedroom,MRowsea,1782 - 2000,,,66.165,304,-1,0,4.0
Super built-up  Area,Ready To Move,Varanasi,5 BHK,,2000,4.0,1.0,99.0,1188,1,1,5.0
Super built-up  Area,Ready To Move,DUO Layout,3 BHK,Viockit,1643,3.0,2.0,75.0,355,1,1,3.0
Plot  Area,Ready To Move,Kengeri,3 Bedroom,,1200,3.0,1.0,67.0,688,-1,0,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1116,2.0,1.0,51.91,1252,1,1,2.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1020,2.0,1.0,41.82,86,1,1,2.0
Built-up  Area,Ready To Move,Vittasandra,7 Bedroom,,621,7.0,,64.0,1242,-1,0,7.0
Built-up  Area,Ready To Move,Daadys Gaarden Layout,3 BHK,InockHo,1740,3.0,2.0,55.0,356,1,1,3.0
Super built-up  Area,18-May,GM Palaya,2 BHK,,1225,2.0,2.0,47.0,433,1,1,2.0
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1241,2.0,1.0,61.0,1148,1,1,3.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,MDncyhi,1041,2.0,2.0,40.6,518,1,1,2.0
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1050,2.0,2.0,46.0,269,1,1,2.0
Super built-up  Area,18-Mar,Srinivas Colony,3 BHK,,4400,3.0,1.0,901.0,1103,1,1,3.0
Super built-up  Area,21-May,Kanakpura Road,2 BHK,GolusLi,1309,2.0,3.0,64.39,664,1,1,2.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1128,2.0,2.0,45.0,382,1,1,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,7 ise P,1430,2.0,1.0,50.0,972,1,1,3.0
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1065,2.0,1.0,47.86,896,1,1,2.0
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1085,2.0,1.0,64.0,889,1,1,2.0
Plot  Area,Ready To Move,Vishveshwarya Layout,1 Bedroom,,750,1.0,1.0,30.0,1234,-1,0,1.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,,981,2.0,2.0,37.28,236,1,1,2.0
Carpet  Area,18-Dec,Bhoganhalli,4 BHK,Rosha I,1548.3,4.0,1.0,129.0,252,1,1,4.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,Goateds,2302,4.0,2.0,300.0,514,1,1,4.0
Built-up  Area,Ready To Move,Kalyan nagar,3 BHK,,1410,2.0,2.0,60.0,646,1,1,3.0
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Sosisic,1525.84,3.0,1.0,117.0,536,1,1,3.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,42.6,232,1,1,2.0
Built-up  Area,Ready To Move,Sampangi Rama Nagar,2 BHK,,1030,2.0,2.0,80.0,1029,1,1,2.0
Super built-up  Area,Ready To Move,BTM 1st Stage,3 BHK,Coise P,1852,2.0,,95.0,174,1,1,3.0
Built-up  Area,18-Dec,Electronic City,2 BHK,,1160,2.0,1.0,33.5,417,1,1,2.0
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,1.0,49.0,606,1,1,2.0
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,90.0,513,1,1,3.0
Plot  Area,Ready To Move,HRBR Layout,6 Bedroom,,1200,6.0,3.0,250.0,493,-1,0,6.0
Built-up  Area,Ready To Move,JP Nagar,3 BHK,,1150,2.0,2.0,49.9,575,1,1,3.0
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,,2700,3.0,,324.0,563,1,1,3.0
Built-up  Area,18-Mar,Moodalapalya,2 BHK,,1150,2.0,2.0,69.0,825,1,1,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Iseenst,1227,2.0,2.0,53.49,1252,1,1,2.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1255,3.0,2.0,77.68,513,1,1,3.0
Plot  Area,Ready To Move,Moodalapalya,6 Bedroom,,840,8.0,0.0,120.0,825,-1,0,6.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1198,2.0,1.0,82.0,914,1,1,2.0
Plot  Area,Ready To Move, Devarachikkanahalli,3 Bedroom,,1200,3.0,1.0,160.0,5,-1,0,3.0
Built-up  Area,Ready To Move,Frazer Town,3 BHK,CaaveEn,188.89Sq. Yards,3.0,1.0,180.0,428,1,1,3.0
Built-up  Area,Ready To Move,Nelamangala,4 Bedroom,V2gesre,2600,3.0,1.0,95.0,880,-1,0,4.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,139.0,1153,1,1,3.0
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,Shvarji,797,2.0,1.0,32.0,922,1,1,2.0
Built-up  Area,Ready To Move,Nayandanahalli,3 BHK,Rarelt ,1350,2.0,3.0,68.0,871,1,1,3.0
Built-up  Area,Ready To Move,Sahakara Nagar,4 BHK,EsniaGa,2500,4.0,,200.0,1025,1,1,4.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,160.0,1153,1,1,3.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,30.0,664,1,1,1.0
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,,2700,4.0,3.0,260.0,216,1,1,4.0
Super built-up  Area,Ready To Move,Gokaula Extension,3 BHK,,1500,2.0,1.0,90.0,457,1,1,3.0
Plot  Area,Ready To Move,Subash Nagar,2 Bedroom,,900,2.0,0.0,55.0,1110,-1,0,2.0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,,1355,2.0,3.0,58.27,928,1,1,3.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,,1465,2.0,2.0,49.81,722,1,1,3.0
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,SVoutow,1006,2.0,1.0,57.0,990,-1,0,2.0
Built-up  Area,Ready To Move,Vishveshwarya Layout,4 BHK,,2000,4.0,1.0,75.0,1234,1,1,4.0
Super built-up  Area,18-Aug,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.7,417,1,1,2.0
Built-up  Area,Ready To Move,Pattanagere,2 BHK,,850,2.0,0.0,35.0,921,1,1,2.0
Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,Shhin S,1310,2.0,3.0,68.0,554,1,1,3.0
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Bregae ,1390,2.0,2.0,86.0,194,1,1,2.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,2.0,76.45,675,1,1,3.0
Plot  Area,Ready To Move,Marathahalli,4 Bedroom,,2396,4.0,2.0,325.0,799,-1,0,4.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Cearuy ,1170,2.0,1.0,33.0,417,1,1,2.0
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Apentir,1385,2.0,2.0,50.0,466,1,1,3.0
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,,1160,2.0,1.0,42.0,896,1,1,2.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1160,2.0,1.0,33.5,419,1,1,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1200,2.0,2.0,69.0,216,1,1,3.0
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,3Codeli,1475,2.0,2.0,55.0,773,1,1,2.0
Built-up  Area,20-Jul,Sarjapur  Road,3 Bedroom,NVdenic,1939,3.0,0.0,98.0,1039,-1,0,3.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Prhna S,850,2.0,2.0,42.0,72,1,1,2.0
Built-up  Area,17-May,Balagere,1 BHK,Soresea,675,1.0,1.0,45.0,188,1,1,1.0
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,51.0,417,1,1,2.0
Super built-up  Area,18-Jun,Whitefield,2 BHK,SSdhimr,1235,2.0,2.0,47.0,1252,1,1,2.0
Plot  Area,18-May,RTO ullalu,2 Bedroom,,600,4.0,1.0,110.0,961,-1,0,2.0
Super built-up  Area,Ready To Move,Austin Town,2 BHK,,1250,2.0,1.0,60.0,155,1,1,2.0
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Ajacea ,1460,2.0,3.0,70.0,194,1,1,2.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1690,3.0,2.0,85.0,98,1,1,3.0
Built-up  Area,Ready To Move,Indira Nagar,1 BHK,GoilsDa,850,1.0,2.0,57.0,563,1,1,1.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3.0,2.0,82.0,664,1,1,3.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,117.0,72,1,1,3.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,84.0,731,1,1,2.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,,1100,2.0,2.0,35.0,74,1,1,2.0
Plot  Area,Ready To Move,Indira Nagar,8 Bedroom,,3250,8.0,1.0,600.0,563,-1,0,8.0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,,1120,2.0,3.0,53.0,848,1,1,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Shmai D,1095,2.0,2.0,38.33,972,1,1,2.0
Super built-up  Area,19-Oct,Carmelaram,2 BHK,,970,2.0,2.0,35.0,297,1,1,2.0
Plot  Area,Ready To Move,Bommanahalli,5 Bedroom,Duavenc,1200,7.0,2.0,125.0,269,-1,0,5.0
Built-up  Area,Ready To Move,Hosa Road,3 BHK,Saowsou,1100,2.0,3.0,85.0,536,1,1,3.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Baveles,1685,3.0,2.0,85.0,1179,1,1,3.0
Built-up  Area,Ready To Move,Doddanekundi,2 BHK,,1148,2.0,1.0,59.0,395,1,1,2.0
Built-up  Area,Ready To Move,Marathahalli,2 BHK,Palanla,1050,2.0,1.0,65.0,799,1,1,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1465,2.0,1.0,76.0,216,1,1,3.0
Plot  Area,Ready To Move,Kothanur,4 Bedroom,Fencyes,3401,5.0,,230.0,716,-1,0,4.0
Built-up  Area,17-Dec,Electronic City,1 BHK,Prarkun,630,1.0,1.0,60.0,417,1,1,1.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,1.0,150.0,72,1,1,3.0
Plot  Area,Ready To Move,Vidyaranyapura,9 Bedroom,,1200,9.0,,175.0,1216,-1,0,9.0
Built-up  Area,Ready To Move,Cottonpet,4 Bedroom,,1750,2.0,1.0,225.0,347,-1,0,4.0
Built-up  Area,Ready To Move,Shikaripalya,3 BHK,Maenara,1350,3.0,1.0,60.0,1070,1,1,3.0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,Saitya ,1760,3.0,2.0,160.0,1053,1,1,3.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440,2.0,2.0,185.0,976,1,1,2.0
Super built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,SrentAp,1200,2.0,0.0,42.0,203,1,1,2.0
Built-up  Area,Ready To Move,Hennur Bande,2 BHK,Matrai ,1100,2.0,1.0,78.0,519,1,1,2.0
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1140,2.0,2.0,46.0,637,1,1,2.0
Super built-up  Area,19-Aug,Hormavu,3 BHK,DSapete,1469 - 1766,3.0,0.0,73.595,535,1,1,3.0
Super built-up  Area,Ready To Move,Gottigere,2 BHK,MBireap,1410,2.0,2.0,45.0,466,1,1,2.0
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1434,2.0,1.0,67.39,773,1,1,3.0
Plot  Area,Ready To Move,"ravindra nagar, T.dasarahalli peenya",2 Bedroom,,1180,2.0,2.0,74.0,1294,-1,0,2.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,42.0,232,1,1,2.0
Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,Ste 2al,1343,2.0,2.0,86.0,415,1,1,2.0
Built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,,1184,2.0,1.0,69.0,737,1,1,2.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,2246,3.0,0.0,300.0,713,1,1,3.0
Built-up  Area,Ready To Move,Rajankunte,3 Bedroom,,4510,4.0,3.0,200.0,977,-1,0,3.0
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1305,2.0,1.0,59.0,203,1,1,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3785,5.0,,280.0,1039,1,1,4.0
Super built-up  Area,Ready To Move,1st Block BEL Layout,3 BHK,,1540,3.0,2.0,85.0,24,1,1,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550,3.0,3.0,65.11,664,1,1,3.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Apows M,1345,2.0,1.0,57.0,1261,1,1,3.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,975,2.0,2.0,45.0,419,1,1,3.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,46.0,494,1,1,2.0
Super built-up  Area,18-Aug,JP Nagar,2 BHK,DSvvyx ,1152,2.0,1.0,34.56,575,1,1,2.0
Built-up  Area,Ready To Move,Old Airport Road,4 Bedroom,,3200,4.0,2.0,700.0,895,-1,0,4.0
Super built-up  Area,19-Dec,Kodathi,3 BHK,,1033,2.0,2.0,31.5,700,1,1,3.0
Super built-up  Area,Ready To Move,Richards Town,3 BHK,PriumMi,1800,3.0,0.0,230.0,1004,1,1,3.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1102,2.0,2.0,53.67,799,1,1,2.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,,1223,2.0,2.0,42.81,1115,1,1,3.0
Super built-up  Area,18-Mar,Kadugodi,3 BHK,Alestrb,1762,3.0,3.0,112.0,635,1,1,3.0
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Mameser,560,2.0,1.0,16.6,690,1,1,2.0
Built-up  Area,Ready To Move,KR Puram,6 Bedroom,,2000,6.0,0.0,85.0,626,-1,0,6.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1410,2.0,2.0,38.0,417,1,1,3.0
Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,1853,3.0,1.0,64.86,1148,1,1,3.0
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1455,2.0,,69.0,716,1,1,2.0
Super built-up  Area,18-Jan,Hebbal,2 BHK,Prersis,1138,2.0,1.0,110.0,513,1,1,2.0
Built-up  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Adntsra,2556,3.0,2.0,169.0,1039,-1,0,3.0
Super built-up  Area,18-May,TC Palaya,3 BHK,,1200,2.0,0.0,66.5,1138,1,1,3.0
Super built-up  Area,Ready To Move,Anantapura,2 BHK,,1200,2.0,2.0,37.0,119,1,1,2.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,204Sq. Meter,4.0,2.0,185.0,1148,1,1,3.0
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,36.0,126,-1,0,2.0
Super built-up  Area,19-Jun,Whitefield,3 BHK,VaiteEx,1870,3.0,2.0,138.0,1252,1,1,3.0
Super built-up  Area,18-May,Panathur,2 BHK,Prcesvy,1199,2.0,1.0,86.0,914,1,1,2.0
Plot  Area,Ready To Move,Prakruthi Township,6 Bedroom,,800,8.0,,150.0,935,-1,0,6.0
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1360,2.0,2.0,54.4,390,1,1,3.0
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1230,3.0,3.0,53.0,181,1,1,3.0
Super built-up  Area,Ready To Move,Hosahalli Extension,3 BHK,,2000,3.0,2.0,120.0,538,1,1,3.0
Plot  Area,Ready To Move,Kasturi Nagar,4 Bedroom,,1200,4.0,2.0,250.0,673,-1,0,4.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,83.0,731,1,1,2.0
Plot  Area,18-Mar,Electronic City Phase II,4 Bedroom,,6000,4.0,,260.0,419,-1,0,4.0
Plot  Area,18-Feb,Ramamurthy Nagar,2 Bedroom,,1200,2.0,1.0,76.0,990,-1,0,2.0
Super built-up  Area,18-Jan,Kengeri Satellite Town,2 BHK,V6estde,1255 - 1350,2.0,0.0,44.285,690,1,1,2.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,725,2.0,1.0,30.0,688,1,1,2.0
Super built-up  Area,Ready To Move,Jakkur,3 BHK,HRaniIb,1645,3.0,1.0,100.0,584,1,1,3.0
Built-up  Area,Ready To Move,Sultan Palaya,2 BHK,,870,2.0,1.0,65.0,1118,1,1,2.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1026,2.0,1.0,49.95,799,1,1,2.0
