area_type,availability,location,size,society,total_sqft,bath,balcony,price,location_numerical,,Number of Bedrooms
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1149,2,2,650000,278,,
Super built-up  Area,Ready To Move,Jakkur,3,BrdgeNo,1610 - 1880,,,984850,584,,
Plot  Area,Ready To Move,Choodasandra,4,LGlarAs,3200,4,2,3750000,336,,
Super built-up  Area,Ready To Move,Chinnapanahalli,2,,1010,2,2,550000,331,,
Super built-up  Area,Ready To Move,Hegde Nagar,3,Soiniy ,1718,3,2,1190000,515,,
Super built-up  Area,Ready To Move,Bilal Nagar,2,,650,1,1,200000,260,,
Super built-up  Area,Ready To Move,Banashankari,2,Bregae ,1330,2,2,770000,194,,
Super built-up  Area,Ready To Move,Hormavu,2,Sraha,1200,2,2,680000,535,,
Super built-up  Area,21-Dec,Bannerghatta Road,3,Hiatei ,1693,3,2,890000,216,,
Super built-up  Area,19-Dec,Koramangala,2,Prood P,1249,2,1,1650000,713,,
Built-up  Area,Ready To Move,Thanisandra,3,G conTh,1800,4,1,1250000,1148,,
Plot  Area,Ready To Move,Margondanahalli,2,,900,2,0,550000,803,,
Super built-up  Area,Ready To Move,NGR Layout,2,BSian M,1020,2,1,460000,839,,
Super built-up  Area,Ready To Move,Amruthahalli,3,,1700,3,2,770000,114,,
Built-up  Area,18-Jun,Panathur,1,,661,1,1,400000,914,,
Super built-up  Area,17-Sep,Bannerghatta Road,2,GRaen,1280,2,2,601600,216,,
Plot  Area,Ready To Move,Krishna Nagar,5,,1000,4,2,900000,719,,
Super built-up  Area,Ready To Move,Hosur Road,2,,1170,2,1,480000,544,,
Super built-up  Area,Ready To Move,Thanisandra,1,Bhmesy ,933,2,1,580000,1148,,
Built-up  Area,Ready To Move,Sarjapur  Road,2,Shthi S,1150,2,0,440000,1039,,
Super built-up  Area,Ready To Move,Benson Town,4,Saentva,3633,6,2,5500000,242,,
Super built-up  Area,Ready To Move,Rajaji Nagar,3,Tiitela,1380,3,3,1300000,976,,
Built-up  Area,Ready To Move,Banjara Layout,2,,1050,2,1,648000,212,,
Super built-up  Area,Ready To Move,Kanakapura Main Road,2,,1080,2,1,378000,660,,
Super built-up  Area,Ready To Move,Harlur,2,Prncyrn,1303,2,1,900000,509,,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,405400,972,,
Built-up  Area,Ready To Move,Nagarbhavi,5,,2500,3,2,1800000,848,,
Plot  Area,Ready To Move,Sarjapur  Road,5,,1200,4,1,950000,1039,,
Super built-up  Area,18-May,Bommanahalli,3,,1250,3,2,410000,269,,
Super built-up  Area,Ready To Move,Akshaya Nagar,3,DLhtsnd,1419,2,3,870000,98,,
Super built-up  Area,Ready To Move,Banashankari,2,Vimesar,1200,2,3,490000,194,,
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,,1120,2,2,650000,72,,
Super built-up  Area,Ready To Move,Electronics City Phase 1,1,Shitt S,755 - 770,1,0,454000,422,,
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,SNdri N,1245,2,1,750000,422,,
Built-up  Area,Ready To Move,Palanahalli,4,RMaanSa,3978,4,3,4280000,912,,
Super built-up  Area,Ready To Move,Channasandra,2,Unm 2El,1093,2,1,340000,306,,
Super built-up  Area,18-Jul,Electronic City,2,,1025,1,1,266300,417,,
Super built-up  Area,Ready To Move,Hebbal,2,Prersis,1345,2,1,970000,513,,
Plot  Area,Ready To Move,Suryanagar,2,,1500,2,1,450000,1128,,
Super built-up  Area,21-Jun,Vijayanagar,2,Saityat,1180,2,1,860000,1222,,
Super built-up  Area,Ready To Move,NGR Layout,2,BSian M,1020,2,1,484500,839,,
Super built-up  Area,Ready To Move,Nanjappa Layout,3,,1800,3,3,850000,863,,
Super built-up  Area,18-Aug,Konanakunte,4,Prasa W,3621,4,1,5110000,708,,
Super built-up  Area,Ready To Move,Banagiri Nagar,3,,2008,3,2,1700000,191,,
Super built-up  Area,18-Jun,Kothannur,3,,1240,2,2,398500,715,,
Super built-up  Area,Ready To Move,CV Raman Nagar,2,JKmesHo,1020,2,1,550000,292,,
Super built-up  Area,Ready To Move,2nd Stage Arekere Mico Layout,3,BrriaLu,2095,3,2,1420000,42,,
Super built-up  Area,Ready To Move,Gunjur,3,DSerste,1362,3,2,626300,484,,
Super built-up  Area,Ready To Move,Yelahanka,1,Neite T,694,1,0,308400,1261,,
Super built-up  Area,Ready To Move,Vittasandra,2,Prlla C,1404,2,2,700000,1242,,
Super built-up  Area,Ready To Move,Electronic City Phase II,3,,1192,2,3,470000,419,,
Plot  Area,Ready To Move,Wilson Garden,8,,1850,12,,3000000,1256,,
Plot  Area,Ready To Move,Mahalakshmi Layout,4,,1050,1,0,350000,775,,
Super built-up  Area,Ready To Move,Vittasandra,2,,1259,2,1,674800,1242,,
Super built-up  Area,Ready To Move,Kengeri,2,,1000,2,2,340000,688,,
Super built-up  Area,20-Dec,Rachenahalli,2,AsNowre,985,2,1,499700,964,,
Built-up  Area,Ready To Move,Indira Nagar,1,GoilsDa,850,1,2,600000,563,,
Built-up  Area,Ready To Move,Uttarahalli,3,,1650,2,1,500000,1179,,
Plot  Area,Ready To Move,Rajaji Nagar,5,,2400,3,1,3200000,976,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3,,1900,4,1,1800000,1039,,
Super built-up  Area,Ready To Move,Ambedkar Nagar,2,SoechHa,1367,2,2,860000,110,,
Super built-up  Area,Ready To Move,Rajaji Nagar,3,Raesta ,1210,2,2,810000,976,,
Super built-up  Area,Ready To Move,Duvasapalya,2,,1190,2,1,486000,410,,
Super built-up  Area,Ready To Move,Sarjapur,2,,1175,2,2,420000,1038,,
Super built-up  Area,Ready To Move,R.T. Nagar,4,,2800,4,,4000000,948,,
Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1140,2,2,400000,1252,,
Super built-up  Area,Ready To Move,Hoskote,2,VRowsa ,1095,2,2,336000,542,,
Super built-up  Area,Ready To Move,Attibele,1,DSvar S,782,1,0,195500,152,,
Super built-up  Area,Ready To Move,Gubbalala,3,MauilTr,1435,2,2,800000,478,,
Super built-up  Area,Ready To Move,Choodasandra,2,Maidsr ,725,2,2,360000,336,,
Built-up  Area,Ready To Move,BCMC Layout,3,Sutesga,1600,2,2,880000,165,,
Plot  Area,Ready To Move,9th Phase JP Nagar,5,,1200,5,,1600000,77,,
Super built-up  Area,Ready To Move,Hosakerehalli,4,Taonte ,3205,4,2,3000000,539,,
Plot  Area,Ready To Move,Vishwapriya Layout,4,,720,3,1,950000,1236,,
Super built-up  Area,Ready To Move,Nehru Nagar,3,Veyalin,1674,3,,900000,879,,
Plot  Area,Ready To Move,Jnanabharathi Layout,4,,860,4,2,1250000,609,,
Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1243,2,2,460000,506,,
Super built-up  Area,19-Jul,Kanakpura Road,3,Soazak ,1703,3,2,1300000,664,,
Super built-up  Area,18-May,Padmanabhanagar,3,,1350,3,1,715500,907,,
Super built-up  Area,Ready To Move,Horamavu Agara,2,Suise S,1145,2,1,412100,533,,
Super built-up  Area,18-Apr,Whitefield,2,Prtates,1216,2,1,750000,1252,,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,Panorse,1100,3,1,600000,72,,
Super built-up  Area,Ready To Move,Sarjapur  Road,4,Puallhi,2425,5,1,2010000,1039,,
Plot  Area,Ready To Move,Kothanur,4,,2700,4,2,1750000,716,,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1196,2,2,405400,972,,
Carpet  Area,Ready To Move,Kanakpura Road,3,PuandHi,1600,3,3,900000,664,,
Super built-up  Area,17-Oct,Banashankari Stage V,3,Naiewre,1510,3,3,475700,204,,
Super built-up  Area,Ready To Move,Hosakerehalli,4,Taonte ,3033,4,1,3260000,539,,
Plot  Area,Ready To Move,Pai Layout,2,,780,2,1,720000,908,,
Super built-up  Area,Ready To Move,Haralur Road,2,,1194,2,2,470000,506,,
Built-up  Area,Ready To Move,Banashankari Stage II,2,,1250,2,2,1100000,202,,
Plot  Area,Ready To Move,Sarjapur  Road,5,Owlotou,1480,4,1,1690000,1039,,
Plot  Area,Ready To Move,Horamavu Agara,4,,1250,4,1,1000000,533,,
Plot  Area,Ready To Move,Udaya Nagar,4,,1350,4,2,1600000,1171,,
Built-up  Area,Ready To Move,Laggere,1,,620,2,0,480000,739,,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,i1rtsCo,1630,3,2,606500,972,,
Built-up  Area,Ready To Move,Hennur Road,2,,1020,2,0,450000,522,,
Super built-up  Area,18-Aug,Hosakerehalli,3,Maunt M,1410,2,2,535800,539,,
Carpet  Area,18-Dec,Bhoganhalli,2,Rosha I,1181.7,2,1,1000000,252,,
Plot  Area,Ready To Move,9th Block Jayanagar,9,,1200,8,3,2700000,76,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Kla L,1691,3,2,1130000,1039,,
Built-up  Area,Ready To Move,KR Puram,4,,1200,4,0,830000,626,,
Super built-up  Area,Ready To Move,Banaswadi,2,,1200,2,3,600000,208,,
Super built-up  Area,Ready To Move,Old Airport Road,2,,1050,2,2,500000,895,,
Super built-up  Area,Ready To Move,Kathriguppe,3,Prone M,1300,3,2,779900,675,,
Super built-up  Area,21-Dec,Whitefield,2,Preaunt,1356,2,1,948400,1252,,
Super built-up  Area,20-Dec,Whitefield,2,Goted U,1338,2,1,1030000,1252,,
Super built-up  Area,Ready To Move,Kengeri Satellite Town Stage II,1,,500,1,1,200000,693,,
Super built-up  Area,18-Aug,Vasantha Vallabha Nagar,3,MaitySe,1280,2,1,1000000,1195,,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GrrvaGr,1531,3,3,517700,972,,
Super built-up  Area,18-May,Church Street,4,,11000,4,1,16000000,339,,
Built-up  Area,Ready To Move,Anekal,2,,620,1,1,235000,126,,
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,Yaenti ,1605,2,2,650000,74,,
Super built-up  Area,Ready To Move,Thanisandra,3,Bhmesy ,1917,3,2,1100000,1148,,
Plot  Area,Ready To Move,Nagarbhavi,4,,1200,3,1,3400000,848,,
Super built-up  Area,Ready To Move,Srinivas Colony,3,,2750,3,2,9430000,1103,,
Built-up  Area,Ready To Move,Sarjapur  Road,3,Viissmi,1400,3,2,550000,1039,,
Built-up  Area,Ready To Move,Thubarahalli,3,ShdhiSa,2625,3,3,1750000,1159,,
Built-up  Area,Ready To Move,Sahakara Nagar,2,,1100,2,1,550000,1025,,
Super built-up  Area,Ready To Move,Hennur Road,3,SaireSa,2041,3,3,1280000,522,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3,SoniaEt,2070,4,2,1600000,1039,,
Super built-up  Area,Ready To Move,Hebbal,3,Arcia S,1110,3,3,590000,513,,
Built-up  Area,Ready To Move,Uday Nagar,3,Koncyad,1650,3,1,1100000,1170,,
Plot  Area,18-Dec,Ambedkar Nagar,4,Thessrm,3565,4,3,2550000,110,,
Super built-up  Area,19-Dec,Varthur Road,3,,1033,2,2,304700,1191,,
Super built-up  Area,Ready To Move,HSR Layout,2,Siestr ,1142,2,2,650000,494,,
Super built-up  Area,Ready To Move,Mathikere,3,,1500,2,2,750000,813,,
Super built-up  Area,Ready To Move,Electronic City Phase II,3,Rie 2ri,1502,3,3,500000,419,,
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,3,PrinePr,1176,2,1,450000,1076,,
Super built-up  Area,18-May,Hosa Road,2,,1063,2,1,328000,536,,
Built-up  Area,Ready To Move,Kammanahalli,2,,1100,2,1,600000,653,,
Plot  Area,Ready To Move,Kamakshipalya,2,,1044,2,2,850000,647,,
Plot  Area,Ready To Move,Sarjapur  Road,3,Adeatlm,5400,3,2,7000000,1039,,
Built-up  Area,Ready To Move,6th Phase JP Nagar,2,,1216,2,2,600000,67,,
Super built-up  Area,Ready To Move,Suddaguntepalya,3,MSanaer,1425,3,2,550000,1116,,
Plot  Area,Ready To Move,Hongasandra,8,,1200,8,2,1500000,529,,
Super built-up  Area,Ready To Move,Hosur Road,2,Saageat,1345,2,2,1080000,544,,
Super built-up  Area,Ready To Move,Marathahalli,2,,1248,2,1,1300000,799,,
Plot  Area,Ready To Move,Chaitanya Ananya,4,SRgio V,1830,4,2,3250000,299,,
Built-up  Area,Ready To Move,Shankarapuram,2,,900,1,0,1300000,1060,,
Built-up  Area,Ready To Move,Bellandur,4,Vaodssh,3600,4,,2450000,236,,
Super built-up  Area,Ready To Move,Uttarahalli,2,,1025,2,1,358800,1179,,
Plot  Area,Ready To Move,Nagashetty Halli,2,,840,1,1,990000,852,,
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,Srasy F,3050,2,,900000,745,,
Super built-up  Area,Ready To Move,Kadubeesanahalli,3,,1424,2,2,750000,634,,
Built-up  Area,Ready To Move,EPIP Zone,3,,2500,3,1,2680000,415,,
Plot  Area,Ready To Move,ISRO Layout,6,,1200,6,,2300000,554,,
Super built-up  Area,18-Aug,Byrasandra Extension,2,,1285,2,2,450000,285,,
Super built-up  Area,Ready To Move,Babusapalaya,2,,1450,2,1,559900,181,,
Super built-up  Area,18-May,Raja Rajeshwari Nagar,2,Prllsan,1160,2,1,700000,972,,
Plot  Area,Ready To Move,Yelahanka New Town,3,,2700,3,0,3500000,1262,,
Plot  Area,18-Apr,Gattahalli,3,Miiewa ,2000,2,2,950000,444,,
Super built-up  Area,Ready To Move,Uttarahalli,2,Aklia R,1125,2,1,476500,1179,,
Built-up  Area,Ready To Move,Old Madras Road,4,Saive L,3900,4,2,1750000,896,,
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1133,2,1,383700,972,,
Super built-up  Area,Ready To Move,Arekere,2,Nihtsss,1240,2,2,600000,142,,
Super built-up  Area,22-Nov,Devanahalli,3,Sabixtt,1466,3,3,775900,365,,
Super built-up  Area,Ready To Move,Outer Ring Road East,4,PrstaTe,3870,4,2,4110000,901,,
Super built-up  Area,Ready To Move,Ramagondanahalli,3,DNeremo,1610,2,2,1150000,987,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3,,1220,3,2,560000,1039,,
Built-up  Area,Ready To Move,Kaggadasapura,2,VSomepi,1225,2,2,480000,637,,
Super built-up  Area,Ready To Move,Akshaya Nagar,2,Javasi ,1300,2,1,540000,98,,
Super built-up  Area,19-May,Thanisandra,3,G conTh,1996,4,1,1230000,1148,,
Super built-up  Area,Ready To Move,Mallathahalli,3,,1320,2,2,550000,784,,
Super built-up  Area,Ready To Move,Rajaji Nagar,3,Brway G,1800,3,2,2400000,976,,
Super built-up  Area,Ready To Move,Richmond Town,3,,1835,3,3,1750000,1006,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3,PuineSu,1435,3,2,900000,1039,,
Super built-up  Area,Ready To Move,Whitefield,3,VDarmlo,4097,3,,4000000,1252,,
Super built-up  Area,Ready To Move,Rayasandra,3,MJeusyl,1601,3,3,700000,999,,
Super built-up  Area,Ready To Move,Kadubeesanahalli,2,Krshi G,1257,2,2,930000,634,,
Super built-up  Area,Ready To Move,Iblur Village,4,Emine P,3596,5,1,2600000,559,,
Super built-up  Area,Ready To Move,Kasavanhalli,2,Salisal,1309,2,2,950000,670,,
Plot  Area,Ready To Move,Yeshwanthpur,2,,1362,2,0,1000000,1267,,
Super built-up  Area,Ready To Move,Whitefield,2,Gamesti,1115,2,1,550000,1252,,
Super built-up  Area,Ready To Move,Whitefield,3,Brony H,1870,3,2,900000,1252,,
Super built-up  Area,18-Nov,manyata pa,2,,1322,2,1,619900,1288,,
Super built-up  Area,Ready To Move,Telecom Layout,3,,1450,2,1,650000,1147,,
Super built-up  Area,Ready To Move,Banashankari,2,Goeesem,1185,2,2,670000,194,,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Eladero,1790,3,3,1200000,72,,
Plot  Area,Ready To Move,Whitefield,3,StodsWa,3450,4,2,2080000,1252,,
Super built-up  Area,Ready To Move,Rachenahalli,2,,1050,2,2,525000,964,,
Super built-up  Area,Ready To Move,Budigere,1,PrityTr,664 - 722,1,0,273750,278,,
Plot  Area,Ready To Move,Sarjapur  Road,4,Adeatlm,5400,4,2,7500000,1039,,
Super built-up  Area,Ready To Move,Devanahalli,1,,775,1,0,390000,365,,
Built-up  Area,Ready To Move,Hoodi,2,Macanr ,1000,2,2,480000,530,,
Super built-up  Area,19-Mar,Thanisandra,2,Bhe 2ko,1183,2,1,772500,1148,,
Super built-up  Area,20-Dec,Binny Pete,3,Shestlo,1282,3,2,1780000,267,,
Super built-up  Area,Ready To Move,Alur,1,,425,1,1,150000,105,,
Built-up  Area,Ready To Move,Nelamangala,2,,820,2,2,300000,880,,
Super built-up  Area,Ready To Move,Richmond Town,4,,2230,4,,7920000,1006,,
Built-up  Area,Ready To Move,Hebbal,2,Srntsha,1200,2,2,520000,513,,
Super built-up  Area,18-Jun,Ramagondanahalli,2,ViistLa,1151,2,2,436000,987,,
Super built-up  Area,Ready To Move,Hulimavu,3,Naepa D,1320,2,2,590000,549,,
Carpet  Area,18-Apr,Bikasipura,3,,1450,3,2,680000,259,,
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3,,1270,2,3,507900,928,,
Super built-up  Area,Ready To Move,Hegde Nagar,3,SoitaCa,1847,3,2,1230000,515,,
Super built-up  Area,18-May,Devanahalli,1,Pardsri,1020,2,1,498700,365,,
Super built-up  Area,Ready To Move,Somasundara Palya,3,ManceEl,1650,3,,950000,1089,,
Super built-up  Area,Ready To Move,Richmond Town,4,,2380,4,3,2420000,1006,,
Built-up  Area,Ready To Move,Electronic City,3,,2400,2,,780000,417,,
Super built-up  Area,Ready To Move,Begur Road,2,Dhalsh ,1160,2,2,440000,232,,
Super built-up  Area,18-Aug,Haralur Road,4,SNnia E,2805,4,3,1540000,506,,
Super built-up  Area,18-Jun,Mysore Road,3,Gopia O,1360,3,0,476000,837,,
Super built-up  Area,Ready To Move,Brookefield,2,Saandvi,1089,2,1,490000,277,,
Super built-up  Area,Ready To Move,Yelahanka,2,Reverve,1115,2,2,600000,1261,,
Super built-up  Area,Ready To Move,Kudlu Gate,2,,1215,2,1,450000,722,,
Super built-up  Area,Ready To Move,Sarjapur  Road,2,,1194,2,1,510000,1039,,
Super built-up  Area,18-Dec,Kannamangala,3,Sonue A,1536,3,1,1040000,665,,
Super built-up  Area,Ready To Move,Hennur,2,,1255,2,2,555000,518,,
Super built-up  Area,17-Oct,Electronic City,3,Praun,1571,3,2,830000,417,,
Plot  Area,Ready To Move,Virupakshapura,2,,900,1,0,700000,1233,,
Super built-up  Area,Ready To Move,Keshava Nagar,2,ETens G,1517,2,2,1250000,695,,
Super built-up  Area,Ready To Move,Budigere,1,PrityTr,664,1,1,354000,278,,
Super built-up  Area,Ready To Move, Devarachikkanahalli,2,Wiaysld,1230,2,1,580000,5,,
Super built-up  Area,Ready To Move,Hegde Nagar,2,Inaadd ,1340,2,2,720000,515,,
Super built-up  Area,Ready To Move,Attibele,2,DSvar S,1175,2,1,293800,152,,
Plot  Area,Ready To Move,Benson Town,4,,3569,4,1,6000000,242,,
Super built-up  Area,Ready To Move,Sarjapur,2,,1240,2,2,431000,1038,,
Built-up  Area,Ready To Move,V.V Puram,3,,151.11Sq. Yards,2,0,1500000,1181,,
Super built-up  Area,Ready To Move,Electronic City,3,DSgmax ,1470,2,1,441000,417,,
Super built-up  Area,21-Dec,Kanakpura Road,1,PrarePa,525,,,292500,664,,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Eladero,1680,3,2,1170000,72,,
Super built-up  Area,Ready To Move,Sri Sai Layout,2,,1000,2,2,350000,1099,,
Super built-up  Area,Ready To Move,Gunjur,2,MyhtsHe,1071,2,1,510000,484,,
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3,NDpalSe,1512,3,,800000,1049,,
Built-up  Area,Ready To Move,Frazer Town,4,Asuilnc,3435,2,1,3410000,428,,
Super built-up  Area,19-Dec,Thanisandra main road,3,,3144,3,1,4550000,1150,,
Built-up  Area,Ready To Move,Kalyan nagar,2,Saacela,1190,2,1,600000,646,,
Super built-up  Area,Ready To Move,Pattandur Agrahara,3,MaidoPl,1550,2,3,800000,922,,
Super built-up  Area,21-May,Kanakpura Road,2,GolusLi,1283,2,2,632200,664,,
Built-up  Area,Ready To Move,Mallasandra,2,GMilse ,1325,2,2,730000,783,,
Super built-up  Area,Ready To Move,Whitefield,2,SMuilan,1105,2,1,353600,1252,,
Super built-up  Area,Ready To Move,Banaswadi,3,Srldsri,1600,3,2,745000,208,,
Plot  Area,Ready To Move,Devara Jeevanahalli,4,,400,2,2,350000,368,,
Super built-up  Area,18-Apr,Kanakpura Road,2,PrarePa,700 - 900,,,411450,664,,
Super built-up  Area,Ready To Move,Hennur,2,,1100,2,1,445500,518,,
Super built-up  Area,21-Dec,Talaghattapura,3,Sodgere,2099,3,3,1470000,1141,,
Super built-up  Area,Ready To Move,Yelachenahalli,3,BaiseBa,1365,2,1,720000,1260,,
Super built-up  Area,Ready To Move,Hebbal Kempapura,2,Goateds,1485,3,3,1320000,514,,
Super built-up  Area,Ready To Move,Hosur Road,2,Kelmsoy,1250,2,1,550000,544,,
Super built-up  Area,Ready To Move,Chikkalasandra,3,,1290,2,2,561200,326,,
Super built-up  Area,Ready To Move,Bellandur,2,,1170,2,1,467900,236,,
Super built-up  Area,19-Jul,Kanakpura Road,2,Soazak ,1328,2,3,910600,664,,
Super built-up  Area,19-Mar,Hennur Road,2,Puachal,1232,2,1,870000,522,,
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2,,1180,2,2,885000,29,,
Super built-up  Area,Ready To Move,Electronic City,3,Palleon,1350,3,2,660000,417,,
Super built-up  Area,18-May,Nagawara Junction,4,,3602,4,,2800000,855,,
Super built-up  Area,Ready To Move,Nagasandra,4,,2400,4,1,1450000,851,,
Super built-up  Area,Ready To Move,Electronic City Phase II,2,Prvanai,1020,2,2,320000,419,,
Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1410,2,3,493400,232,,
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3,PrBayGa,2159,3,2,1200000,1235,,
Plot  Area,Immediate Possession,Anekal,,Vaensnd,1453,,,165000,126,,
Super built-up  Area,18-Apr,TC Palaya,3,,1200,2,0,660000,1138,,
Super built-up  Area,Ready To Move,Hennur,2,Shateor,1255,2,1,575000,518,,
Super built-up  Area,18-Sep,Whitefield,2,ARipsul,1074,2,1,427900,1252,,
Plot  Area,18-Nov,Suragajakkanahalli,3,PrhyaK ,1200,3,2,720000,1126,,
Super built-up  Area,18-Apr,Sarjapur,3,SNityVe,1170,2,2,354100,1038,,
Super built-up  Area,21-Jun,Tumkur Road,1,Coowsri,596 - 861,1,0,313150,1168,,
Super built-up  Area,Ready To Move,Bommanahalli,3,PindsWo,1660,2,,1000000,269,,
Plot  Area,Ready To Move,Gattigere,5,,900,6,1,950000,445,,
Built-up  Area,Ready To Move,SK Garden,6,,1850,3,0,1750000,1015,,
Built-up  Area,Ready To Move,Gowdanapalya,1,,510,1,0,340000,471,,
Super built-up  Area,Ready To Move,Mahadevpura,3,Neony H,1601,3,2,950000,773,,
Super built-up  Area,18-Mar,Begur Road,2,,952,2,1,420000,232,,
Super built-up  Area,Ready To Move,PNS Layout,2,,1166,2,3,650000,906,,
Built-up  Area,Ready To Move,Venkatapura,3,ThBayah,2700,2,1,2600000,1205,,
Built-up  Area,Ready To Move,Electronic City Phase II,4,Rie 2 P,1900,3,1,970000,419,,
Plot  Area,Ready To Move,Mathikere,3,,1350,2,0,1750000,813,,
Super built-up  Area,18-Aug,Haralur Road,3,SNnia E,1520,2,2,960000,506,,
Plot  Area,Ready To Move,Harsha Layout,4,,2100,6,3,1000000,511,,
Super built-up  Area,Ready To Move,Yelenahalli,2,,1175,2,2,500000,1264,,
Super built-up  Area,Ready To Move,Bharathi Nagar,2,ReudePr,1432,2,2,680000,249,,
Super built-up  Area,18-Jun,Bommasandra Industrial Area,2,,1005,2,1,397700,271,,
Super built-up  Area,Ready To Move,Rajiv Nagar,2,,1309,2,1,800000,986,,
Super built-up  Area,Ready To Move,Dairy Circle,3,Soeurri,2251,4,2,3700000,357,,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,Brnia G,1050,2,1,770000,72,,
Super built-up  Area,21-Dec,Kanakpura Road,3,PrarePa,1100,3,2,530000,664,,
Plot  Area,Ready To Move,Sanjay nagar,3,,2400,3,3,3100000,1033,,
Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1565,2,2,563400,232,,
